"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p_val_fdr"
"159","mmu-let-7i-5p",89691.8161699272,0.595820759901514,0.176433577702938,3.37702589075589,0.000732741526218344,0.0028065896414237,0.0028065896414237
"160","mmu-miR-199a-5p",109733.589576491,1.43144553051329,0.423802752366648,3.37762207187105,0.000731154924143695,0.0028065896414237,0.0028065896414237
"161","mmu-miR-27b-5p",869.132740458781,0.479778800930893,0.141855156520464,3.38217385042101,0.000719146170457704,0.0028065896414237,0.0028065896414237
"162","mmu-miR-34c-3p",108.257245289136,1.84698536491441,0.54641773673207,3.38017095850617,0.000724407555716833,0.0028065896414237,0.0028065896414237
"163","mmu-miR-667-3p",69.4443320122351,1.94155834555077,0.575106765240527,3.37599635910865,0.00073548892532486,0.0028065896414237,0.0028065896414237
"164","mmu-miR-30d-5p",303447.291603335,-0.549676637204241,0.163440888228316,-3.36315253277613,0.000770577738775437,0.0029225570336483,0.0029225570336483
"165","mmu-miR-361-5p",2387.86388971589,-0.19952194333859,0.0595217245010132,-3.35208606624282,0.000802050806017806,0.00302348849298833,0.00302348849298833
"166","mmu-miR-28c",7484.42026832521,0.482982264154373,0.144398338097962,3.34479101710098,0.00082344591096462,0.00308544190734936,0.00308544190734936
"167","mmu-miR-488-3p",216.557607060898,-0.694761829488456,0.208043135429254,-3.33950854977724,0.000839267674766544,0.00312589517188497,0.00312589517188497
"168","mmu-miR-196b-5p",37.815794896629,-1.19545354773403,0.360305340784964,-3.31789016818236,0.000907001415965708,0.00335806476625399,0.00335806476625399
"169","mmu-miR-690",135.126833248844,-1.6820107866665,0.508002156480529,-3.31103080018317,0.000929529769233345,0.00342110956487065,0.00342110956487065
"170","mmu-miR-199a-3p",597845.725730827,0.856173937063297,0.259078379371187,3.30469080106696,0.000950812323063071,0.00343840270316994,0.00343840270316994
"171","mmu-miR-199b-3p",597845.725730827,0.856173937063297,0.259078379371187,3.30469080106696,0.000950812323063071,0.00343840270316994,0.00343840270316994
"172","mmu-miR-377-5p",15.6420866886438,1.70683999364864,0.516078179044381,3.30732835247789,0.000941904159285951,0.00343840270316994,0.00343840270316994
"173","mmu-miR-486a-3p",3647.32823642674,-1.48622174405632,0.450530634385145,-3.29882505344974,0.000970903994268482,0.00349076464991327,0.00349076464991327
"174","mmu-let-7c-1-3p",294.005874632067,0.598675039458279,0.181769048581169,3.29360275652728,0.000989121799244786,0.00353582620189803,0.00353582620189803
"175","mmu-miR-143-3p",2053979.01804244,-0.47250602584891,0.143632024552479,-3.28969829201474,0.00100294860607404,0.00355491302409941,0.00355491302409941
"176","mmu-miR-486b-3p",4199.70115980213,-1.49027771248315,0.453231269209595,-3.28811759851013,0.00100859699800044,0.00355491302409941,0.00355491302409941
"177","mmu-miR-5107-3p",9.88620321256064,1.31145942883543,0.398949890875692,3.28727857515334,0.00101160708242057,0.00355491302409941,0.00355491302409941
"178","mmu-miR-3068-3p",758.982805487819,-0.836517845050345,0.254949219170288,-3.28111554047009,0.00103397378936492,0.00361309942126394,0.00361309942126394
